1304-05-1,"Tapete de Couro – Bege Claro  – 1,5 x 2,0 m Quadriculado (10×10)",0,0
1304-20-2,"Tapete de Couro – Exótico Médio – 1,5 x 2,0 m Quadriculado (10×10)",0,1
2501-3,"Tapete de Couro Bezerro - 95 x 77 cm Apróx.",0,1
4105-9,"Puff - Couro Legítimo",0,1
7107-15-2,"Tapete de Couro - Passadeira - Cinza Claro - 0,60 x 2,0m - Quadriculado (5x5)",0,5
7102-15-2,"Tapete de Couro - Passadeira - Cinza Claro - 0,60 x 1,50m - Quadriculado (5x5)",0,0
1307-15-2,"Tapete de Couro - Cinza - 2,0 x 3,0 Quadriculado (10x10)",0,0
3204-1,"Tapete de Couro Geométrico - Milão - 1,5 x 2,0 m",0,0
2351,"Tapete de Couro Grande 2,13 x 2,12 m",0,1
2356,"Tapete de Couro Grande 2,21 x 1,96 m",0,1
6020-10,"Conjunto de Tapetes de Couro para Cozinha - Champanhe - 2 peças",0,4
4200-4,"Banqueta Barril P em Couro Legítimo",0,1
4200-5,"Banqueta Barril P em Couro Legítimo",0,1
4200-6,"Banqueta Barril P em Couro Legítimo",0,0
4202-15,"Banqueta Barril M - Metalizado Prateado - Couro Legítimo",0,0
4202-17,"Banqueta Barril M - Branco - Couro Legítimo",0,0
4202-18,"Banqueta Barril M - Metalizado Colorido - Couro Legítimo",0,0
4202-19,"Banqueta Barril M - Colorido - Couro Legítimo",0,0
4202-20,"Banqueta Barril M - Couro Liso Colorido - Couro Legítimo",0,1
4202-24,"Banqueta Barril M - Couro Legítimo",0,0
3104-17-2,"Tapete de Couro - Mandala - 1,6m diâmetro",0,0
4202-27,"Banqueta Barril M - Couro Legítimo",0,0
4202-28,"Banqueta Barril M - Couro Legítimo",0,0
4210-3,"Banqueta Florença - Couro Legítimo",0,1
4210-4,"Banqueta Florença - Couro Legítimo",0,0
4220-2,"Banqueta e Mesa Amsterdã - Couro Legítimo",0,0
4220-3,"Banqueta e Mesa Amsterdã - Couro Legítimo",0,0
4220-4,"Banqueta e Mesa Amsterdã - Couro Legítimo",0,0
4220-5,"Banqueta e Mesa Amsterdã - Couro Legítimo",0,0
1101-29-2,"Tapete de Couro - Malhado Preto e Branco - 40 x 60cm Quadriculado (5x5)",0,0
1102-05-2,"Tapete de Couro - Bege Claro - 0,50 x 1,0m Quadriculado (5x5)",0,10
6020-15,"Conjunto de Tapetes de Couro para Cozinha - Cinza Claro - 2 peças",0,0
30304-2,"Tapete de Couro Geométrico 3D - Cinza e Preto - 1,5 x 2,0 m",0,0
32304-2,"Tapete de Couro Geometrico Londres - Preto e Champanhe - 1,5 x 2,0 m",0,0
1102-40-2,"Tapete de Couro - Bege Claro e Champanhe - 0,50 x 1,0m Quadriculado (5x5)",0,0
1302-4,"Tapete de Couro - Tabuleiro Branco e Tricolor - 0,50 x 1,0m Quadriculado 10x10",0,0
7115-05-2,"Tapete de Couro - Passadeira - Bege Claro - 0,60 x 3,0m Quadriculado (5x5)",0,2
1104-39-2,"Tapete de Couro – Tabuleiro Preto e Cinza – 1,5 x 2,0 m Quadriculado (5×5)",0,1
3205-1,"Tapete de Couro Geométrico Degradê - 2,0 x 2,5 m",0,0
1101-08-2,"Tapete de Couro - Marrom Avermelhado Malhado - 40 x 60cm Quadriculado (5x5)",0,0
1306-01-2,"Tapete de Couro - Preto e Branco - 2,0 x 2,5m Quadriculado (10x10)",0,1
1306-15-2,"Tapete de Couro - Cinza Claro - 2,0 x 2,5m Quadriculado (10x10)",0,0
1303-30-2,"Tapete de Couro – Marrom Escuro – 1,0 x 1,5 m Quadriculado (10×10)",0,0
1107-08-2,"Tapete de Couro - Marrom Avermelhado Malhado - 2,0 x 3,0 Quadriculado (5x5)",0,0
7102-12-2,"Tapete de Couro - Passadeira - Branco - 0,60 x 1,50m - Quadriculado (5x5)",0,1
